,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
17720,Boston,42.341576,-71.065117,21.806469,0,POINT (-71.065117 42.341576),54203,Miscellaneous
16113,Boston,42.343525,-71.021957,15.557167000000002,0,POINT (-71.021957 42.343525),54434,Industrial
15208,Boston,42.309723,-71.054985,18.872463,0,POINT (-71.054985 42.309723),55738,Industrial
6191,Boston,42.35165,-71.08444200000002,19.584713,0,POINT (-71.08444200000002 42.35165),55192,Residential
8968,Boston,42.3536,-71.147865,23.991785,0,POINT (-71.147865 42.3536),55379,Residential
12816,Boston,42.321751,-71.087822,23.96782300000001,0,POINT (-71.087822 42.321751),55552,Open Space
4801,Boston,42.31525,-71.084824,25.611061,1,POINT (-71.084824 42.31525),54586,Residential
332,Boston,42.346123,-71.105644,35.355026,1,POINT (-71.105644 42.346123),54979,Residential
16909,Boston,42.295563,-71.17104300000003,25.636959,1,POINT (-71.17104300000003 42.295563),54443,Miscellaneous
7418,Boston,42.382197999999995,-71.07243299999998,14.313526999999999,0,POINT (-71.07243299999998 42.382198),54812,Residential
2432,Boston,42.345797999999995,-71.105835,25.189262,1,POINT (-71.105835 42.345798),54979,Residential
1542,Boston,42.349697,-71.135109,29.016005,1,POINT (-71.135109 42.349697),55265,Residential
3689,Boston,42.289898,-71.060806,26.315792,1,POINT (-71.060806 42.289898),55711,Residential
15536,Boston,42.307774,-71.057236,17.175066,0,POINT (-71.057236 42.307774),55738,Industrial
17033,Boston,42.348724,-71.064743,24.921158,1,POINT (-71.06474300000001 42.348724),55005,Mixed Use
4139,Boston,42.257538000000004,-71.113815,29.777889000000002,1,POINT (-71.113815 42.257538),54429,Residential
14543,Boston,42.322075,-71.06624599999998,17.128098,0,POINT (-71.06624599999998 42.322075),55612,Industrial
13076,Boston,42.280975,-71.04521899999997,19.657591,0,POINT (-71.04521899999997 42.280975),54216,Open Space
15186,Boston,42.340599,-71.046539,15.687317000000002,0,POINT (-71.046539 42.340599),54202,Industrial
17477,Boston,42.380897999999995,-71.022903,18.018419,0,POINT (-71.022903 42.380898),55437,Miscellaneous
8336,Boston,42.284512,-71.09449000000002,23.391704999999998,0,POINT (-71.09449000000002 42.284512),54645,Residential
3280,Boston,42.321098,-71.102455,25.03348900000001,1,POINT (-71.10245500000001 42.321098),55836,Residential
2422,Boston,42.326626,-71.093262,31.56325,1,POINT (-71.093262 42.326626),54740,Residential
5116,Boston,42.303551,-71.0578,18.515814000000002,0,POINT (-71.0578 42.303551),55689,Residential
7965,Boston,42.340923,-71.05160500000002,13.820685999999998,0,POINT (-71.05160500000002 42.340923),54597,Residential
9861,Boston,42.276714,-71.08210799999998,20.569607,0,POINT (-71.08210799999998 42.276714),54643,Residential
18043,Boston,42.376022,-71.054611,24.304363000000002,0,POINT (-71.05461099999999 42.376022),54855,Mixed Use
14994,Boston,42.339622,-71.036598,21.388231,0,POINT (-71.036598 42.339622),54198,Industrial
6435,Boston,42.358799,-71.124977,19.629412,0,POINT (-71.124977 42.358799),55315,Residential
13346,Boston,42.291073,-71.085075,20.983307,0,POINT (-71.085075 42.291073),54633,Open Space
12881,Boston,42.30875,-71.04504399999998,12.684061999999999,0,POINT (-71.04504399999998 42.30875),54220,Open Space
12753,Boston,42.329223999999996,-71.045601,20.772057,0,POINT (-71.045601 42.329224),54437,Open Space
17430,Boston,42.375698,-71.024773,18.004164000000006,0,POINT (-71.024773 42.375698),55435,Miscellaneous
11237,Boston,42.354572,-71.153687,30.350146999999996,1,POINT (-71.15368700000001 42.354572),55300,Open Space
14623,Boston,42.33865,-71.025902,16.51181,0,POINT (-71.025902 42.33865),54434,Industrial
16549,Boston,42.286789,-71.095802,26.107109,1,POINT (-71.09580200000001 42.286789),54646,Miscellaneous
4619,Boston,42.287949,-71.05442,29.108156,1,POINT (-71.05441999999999 42.287949),55674,Residential
9107,Boston,42.341576,-71.054985,19.336184,0,POINT (-71.054985 42.341576),54631,Residential
16419,Boston,42.372124,-71.034348,31.499527,1,POINT (-71.03434799999999 42.372124),55437,Miscellaneous
6290,Boston,42.292961,-71.164291,20.944139,0,POINT (-71.16429100000001 42.292961),54446,Residential
13880,Boston,42.346775,-71.04335,28.068533000000002,1,POINT (-71.04335 42.346775),54196,Industrial
17679,Boston,42.347747999999996,-71.043915,18.340258,0,POINT (-71.043915 42.347748),55140,Mixed Use
5724,Boston,42.351321999999996,-71.15969100000002,22.504761,0,POINT (-71.15969100000002 42.351322),55328,Residential
16183,Boston,42.347747999999996,-71.047668,14.558085,0,POINT (-71.047668 42.347748),54201,Industrial
8521,Boston,42.333121999999996,-71.034348,22.801601,0,POINT (-71.03434799999999 42.333122),54595,Residential
2406,Boston,42.289062,-71.131264,26.564446999999998,1,POINT (-71.131264 42.289062),54265,Residential
19646,Boston,42.33215,-71.09832800000002,27.202608,1,POINT (-71.09832800000002 42.33215),55053,Comm/Instit
19212,Boston,42.274113,-71.11663100000001,22.39015,0,POINT (-71.11663100000001 42.274113),54329,Business
13089,Boston,42.298813,-71.10537,22.31955,0,POINT (-71.10536999999999 42.298813),55841,Open Space
7364,Boston,42.238689,-71.137833,24.333523,0,POINT (-71.137833 42.238689),54396,Residential
14744,Boston,42.363997999999995,-71.031532,21.843807,0,POINT (-71.031532 42.363998),55493,Industrial
9766,Boston,42.328575,-71.087257,24.204442999999998,0,POINT (-71.08725699999999 42.328575),54740,Residential
10078,Boston,42.254612,-71.136894,31.206251,1,POINT (-71.136894 42.254612),54355,Open Space
5661,Boston,42.260788,-71.104057,22.318123,0,POINT (-71.104057 42.260788),54349,Residential
8874,Boston,42.27541400000001,-71.16954,23.068556,0,POINT (-71.16954 42.27541400000001),54449,Residential
3050,Boston,42.337025,-71.077499,26.730757,1,POINT (-71.077499 42.337025),54887,Residential
14591,Boston,42.372448,-71.06755799999998,14.282665,0,POINT (-71.06755799999998 42.372448),54818,Industrial
4741,Boston,42.297836,-71.15772199999998,30.594334000000003,1,POINT (-71.15772199999998 42.297836),54461,Residential
3338,Boston,42.349373,-71.169449,26.22683,1,POINT (-71.169449 42.349373),55297,Residential
3637,Boston,42.33345,-71.037537,27.021584999999998,1,POINT (-71.037537 42.33345),54595,Residential
6024,Boston,42.287113,-71.145905,23.588785,0,POINT (-71.145905 42.287113),54265,Residential
11006,Boston,42.260139,-71.163353,31.540815000000002,1,POINT (-71.163353 42.260139),54476,Open Space
12233,Boston,42.307774,-71.052361,11.597052,0,POINT (-71.052361 42.307774),54220,Open Space
14124,Boston,42.350998,-71.046539,23.448128,0,POINT (-71.046539 42.350998),55424,Industrial
5925,Boston,42.281448,-71.05555,24.626238,0,POINT (-71.05555 42.281448),55703,Residential
4548,Boston,42.325974,-71.087257,31.012772,1,POINT (-71.08725699999999 42.325974),54532,Residential
14123,Boston,42.346451,-71.04316700000003,18.851528,0,POINT (-71.04316700000003 42.346451),54196,Industrial
13530,Boston,42.273464000000004,-71.08773000000002,24.077532,0,POINT (-71.08773000000002 42.273464),54223,Open Space
17360,Boston,42.290688,-71.16935699999998,37.745605,1,POINT (-71.16935699999998 42.290688),54443,Miscellaneous
16464,Boston,42.34053,-71.163292,28.959318,1,POINT (-71.163292 42.34053),55372,Miscellaneous
11838,Boston,42.3302,-71.039787,20.091703,0,POINT (-71.039787 42.3302),54437,Open Space
13731,Boston,42.381226,-71.062492,26.15359500000001,1,POINT (-71.06249200000001 42.381226),54857,Industrial
19339,Boston,42.352623,-71.071495,23.613617,0,POINT (-71.071495 42.352623),55194,Business
16520,Boston,42.33865,-71.066429,26.895208,1,POINT (-71.066429 42.33865),54879,Miscellaneous
13198,Boston,42.286137,-71.113068,24.555353,0,POINT (-71.113068 42.286137),54289,Open Space
19542,Boston,42.35165,-71.11934699999998,20.300902999999998,0,POINT (-71.11934699999998 42.35165),55310,Business
14152,Boston,42.343849,-71.0578,19.220453,0,POINT (-71.0578 42.343849),55422,Industrial
9358,Boston,42.349697,-71.103584,22.630257,0,POINT (-71.103584 42.349697),55217,Residential
9473,Boston,42.336048,-71.050667,19.558563,0,POINT (-71.050667 42.336048),54595,Residential
19410,Boston,42.299324,-71.044853,18.365145000000002,0,POINT (-71.044853 42.299324),54221,Business
13342,Boston,42.304199,-71.06343100000002,21.932774,0,POINT (-71.06343100000002 42.304199),55573,Open Space
7909,Boston,42.240314,-71.142899,21.521713000000002,0,POINT (-71.142899 42.240314),54397,Residential
8310,Boston,42.343525,-71.069244,24.146338,0,POINT (-71.069244 42.343525),54901,Residential
15324,Boston,42.308662,-71.10813900000002,20.923706,0,POINT (-71.10813900000002 42.308662),55787,Industrial
16636,Boston,42.344498,-71.066811,28.53182,1,POINT (-71.066811 42.344498),54884,Miscellaneous
7332,Boston,42.385773,-71.00657700000002,22.597816,0,POINT (-71.00657700000002 42.385773),55429,Residential
17433,Boston,42.375698,-71.030403,24.843691,0,POINT (-71.03040300000001 42.375698),55437,Miscellaneous
18541,Boston,42.341248,-71.145615,29.561999999999998,1,POINT (-71.14561500000001 42.341248),55242,Business
536,Boston,42.311023999999996,-71.05573299999998,28.94978900000001,1,POINT (-71.05573299999998 42.311024),55684,Residential
17182,Boston,42.291988,-71.17460600000003,26.259024,1,POINT (-71.17460600000003 42.291988),54443,Miscellaneous
3642,Boston,42.285519,-71.06933599999998,31.149376,1,POINT (-71.06933599999998 42.285519),55626,Residential
1756,Boston,42.311023999999996,-71.08163499999998,25.667970999999998,1,POINT (-71.08163499999998 42.311024),55529,Residential
187,Boston,42.339622,-71.082756,25.057863,1,POINT (-71.082756 42.339622),54731,Residential
2889,Boston,42.288596999999996,-71.056679,27.305056,1,POINT (-71.056679 42.288597),55691,Residential
4124,Boston,42.331497,-71.105087,29.982677000000002,1,POINT (-71.105087 42.331497),55062,Residential
19454,Boston,42.358475,-71.05836500000002,16.99551,0,POINT (-71.05836500000002 42.358475),54842,Business
6327,Boston,42.293938,-71.156593,23.71402,0,POINT (-71.156593 42.293938),54446,Residential
11196,Boston,42.317848,-71.075813,29.428086999999998,1,POINT (-71.075813 42.317848),54558,Open Space
11290,Boston,42.352947,-71.064552,26.236856,1,POINT (-71.06455200000001 42.352947),55212,Open Space
11656,Boston,42.343201,-71.06755799999998,26.183155,1,POINT (-71.06755799999998 42.343201),54891,Open Space
17237,Boston,42.359123,-71.063614,25.470259,1,POINT (-71.063614 42.359123),55097,Mixed Use
5730,Boston,42.37635,-71.063057,24.419806,0,POINT (-71.063057 42.37635),54791,Residential
16364,Boston,42.350349,-71.0578,25.40155,1,POINT (-71.0578 42.350349),54826,Mixed Use
1319,Boston,42.276385999999995,-71.139709,25.477062,1,POINT (-71.139709 42.276386),54250,Residential
15070,Boston,42.322075,-71.098518,17.530561,0,POINT (-71.098518 42.322075),54245,Industrial
19620,Boston,42.315899,-71.093452,25.34337,1,POINT (-71.093452 42.315899),54736,Comm/Instit
19010,Boston,42.346123,-71.060242,25.873547,1,POINT (-71.060242 42.346123),54844,Business
15938,Boston,42.344173,-71.042603,23.565777,0,POINT (-71.042603 42.344173),54199,Industrial
5103,Boston,42.352623,-71.079758,22.671568,0,POINT (-71.079758 42.352623),55192,Residential
14987,Boston,42.321098,-71.06755799999998,21.040165,0,POINT (-71.06755799999998 42.321098),55612,Industrial
11445,Boston,42.321098,-71.11747,30.05625,1,POINT (-71.11747 42.321098),55766,Open Space
18590,Boston,42.282101000000004,-71.055176,27.292198,1,POINT (-71.055176 42.282101),55728,Business
5937,Boston,42.278664,-71.080605,21.009795999999998,0,POINT (-71.08060500000001 42.278664),54643,Residential
7992,Boston,42.320774,-71.10114300000002,24.418753,0,POINT (-71.10114300000002 42.320774),55771,Residential
15416,Boston,42.296211,-71.118134,21.529154000000002,0,POINT (-71.118134 42.296211),55819,Industrial
8962,Boston,42.354248,-71.078064,24.326258,0,POINT (-71.078064 42.354248),55192,Residential
8445,Boston,42.285488,-71.10818499999998,21.915229999999998,0,POINT (-71.10818499999998 42.285488),54292,Residential
12227,Boston,42.357822,-71.143929,15.518680999999999,0,POINT (-71.143929 42.357822),55396,Open Space
141,Boston,42.293147999999995,-71.067932,26.639404,1,POINT (-71.067932 42.293148),55567,Residential
5889,Boston,42.274113,-71.130516,23.612579,0,POINT (-71.130516 42.274113),54308,Residential
11752,Boston,42.368549,-71.05967700000002,30.178415,1,POINT (-71.05967700000002 42.368549),55109,Open Space
15215,Boston,42.3302,-71.075439,15.343156,0,POINT (-71.075439 42.3302),54519,Industrial
11706,Boston,42.279964,-71.106873,26.222361,1,POINT (-71.10687299999999 42.279964),54293,Open Space
629,Boston,42.307449,-71.066429,26.487191999999997,1,POINT (-71.066429 42.307449),55664,Residential
14028,Boston,42.355548999999996,-71.138863,26.981866999999998,1,POINT (-71.138863 42.355549),55323,Industrial
13999,Boston,42.342873,-71.060242,26.573015,1,POINT (-71.060242 42.342873),55422,Industrial
1228,Boston,42.337348999999996,-71.036034,29.135361,1,POINT (-71.036034 42.337349),54597,Residential
12837,Boston,42.244213,-71.125633,23.384129,0,POINT (-71.12563299999999 42.244213),54422,Open Space
9159,Boston,42.350025,-71.093262,21.352255,0,POINT (-71.093262 42.350025),55217,Residential
4600,Boston,42.247787,-71.113068,26.46537,1,POINT (-71.113068 42.247787),54429,Residential
12234,Boston,42.368549,-71.130981,19.521816,0,POINT (-71.13098100000001 42.368549),55391,Open Space
264,Boston,42.300301,-71.076942,31.293612,1,POINT (-71.076942 42.300301),55664,Residential
16194,Boston,42.343849,-71.031532,20.582017999999998,0,POINT (-71.031532 42.343849),55417,Industrial
15996,Boston,42.344173,-71.032097,24.297307999999997,0,POINT (-71.03209699999999 42.344173),55417,Industrial
15765,Boston,42.383823,-71.069618,19.97644,0,POINT (-71.06961800000001 42.383823),54846,Industrial
10120,Boston,42.293289,-71.099556,30.91804500000001,1,POINT (-71.09955600000001 42.293289),55841,Open Space
9637,Boston,42.31166500000001,-71.109779,23.593088,0,POINT (-71.109779 42.31166500000001),54249,Residential
3314,Boston,42.290363,-71.12338299999998,28.282572,1,POINT (-71.12338299999998 42.290363),54268,Residential
15646,Boston,42.347099,-71.025154,20.608494,0,POINT (-71.025154 42.347099),54434,Industrial
9931,Boston,42.248764,-71.126762,22.059839,0,POINT (-71.126762 42.248764),54420,Residential
5199,Boston,42.309212,-71.126015,21.385302,0,POINT (-71.126015 42.309212),54244,Residential
4037,Boston,42.255913,-71.113625,25.348164,1,POINT (-71.113625 42.255913),54429,Residential
108,Boston,42.28321500000001,-71.166542,27.66548,1,POINT (-71.16654200000001 42.28321500000001),54446,Residential
1876,Boston,42.265663,-71.11663100000001,27.639118,1,POINT (-71.11663100000001 42.265663),54331,Residential
13675,Boston,42.327599,-71.067932,25.454798,1,POINT (-71.067932 42.327599),54519,Industrial
3850,Boston,42.281261,-71.122635,25.744911,1,POINT (-71.122635 42.281261),54250,Residential
62,Boston,42.282562,-71.132767,37.16943,1,POINT (-71.132767 42.282562),54250,Residential
11210,Boston,42.293613,-71.123756,25.42786,1,POINT (-71.123756 42.293613),55842,Open Space
16286,Boston,42.377975,-71.072624,17.66398,0,POINT (-71.072624 42.377975),54825,Industrial
11190,Boston,42.254936,-71.136703,30.291735,1,POINT (-71.136703 42.254936),54355,Open Space
7995,Boston,42.335075,-71.033218,22.546999,0,POINT (-71.03321800000001 42.335075),54603,Residential
11474,Boston,42.355548999999996,-71.16100300000002,27.74662,1,POINT (-71.16100300000002 42.355549),55289,Open Space
11215,Boston,42.294739,-71.08783000000003,27.049789,1,POINT (-71.08783000000003 42.294739),54633,Open Space
12122,Boston,42.382851,-71.030777,16.835186,0,POINT (-71.030777 42.382851),55442,Open Space
12139,Boston,42.390972,-70.995316,13.692326999999999,0,POINT (-70.995316 42.390972),55507,Open Space
4152,Boston,42.270538,-71.090546,27.84458900000001,1,POINT (-71.090546 42.270538),54652,Residential
11673,Boston,42.357822,-71.117661,28.82522800000001,1,POINT (-71.117661 42.357822),55391,Open Space
13571,Boston,42.3536,-71.1231,25.570375,1,POINT (-71.12309999999999 42.3536),55314,Industrial
8131,Boston,42.273464000000004,-71.162041,24.383205,0,POINT (-71.162041 42.273464),54449,Residential
19939,Boston,42.330524,-71.098892,18.417583,0,POINT (-71.09889200000001 42.330524),55050,Comm/Instit
14432,Boston,42.307362,-71.10588800000002,17.580669,0,POINT (-71.10588800000002 42.307362),55787,Industrial
16338,Boston,42.34515,-71.100204,30.489168,1,POINT (-71.10020400000001 42.34515),55172,Mixed Use
5732,Boston,42.390324,-71.004326,18.874996,0,POINT (-71.00432600000001 42.390324),55458,Residential
19912,Boston,42.35165,-71.11709599999998,19.11908,0,POINT (-71.11709599999998 42.35165),55313,Comm/Instit
10119,Boston,42.28321500000001,-71.07759899999998,27.068724,1,POINT (-71.07759899999998 42.28321500000001),55619,Open Space
2670,Boston,42.280289,-71.089424,25.25972,1,POINT (-71.08942399999999 42.280289),54674,Residential
8081,Boston,42.335705,-71.025681,23.049713,0,POINT (-71.02568100000001 42.335705),54595,Residential
13923,Boston,42.35165,-71.05216999999998,26.312368,1,POINT (-71.05216999999998 42.35165),54845,Industrial
14052,Boston,42.382851,-71.037537,30.310707,1,POINT (-71.037537 42.382851),55503,Industrial
10461,Boston,42.329547999999996,-71.112595,29.456659000000002,1,POINT (-71.112595 42.329548),55766,Open Space
14512,Boston,42.382197999999995,-71.073189,15.341676999999999,0,POINT (-71.073189 42.382198),54825,Industrial
8078,Boston,42.300762,-71.16729000000002,19.95747,0,POINT (-71.16729000000002 42.300762),54465,Residential
2322,Boston,42.282238,-71.123199,26.187447,1,POINT (-71.123199 42.282238),54250,Residential
12793,Boston,42.368874,-71.124413,17.743637,0,POINT (-71.124413 42.368874),55391,Open Space
15275,Boston,42.309399,-71.07356300000002,23.250343,0,POINT (-71.07356300000002 42.309399),55520,Industrial
